"AppName","appversion","LatestVersion","Website","InstalledVersion","Status","License","SourceKey","SearchUrl","Observacao","IsNewVersion","SourceId","IconUrl","TipoApp","IsDeleted"
"Simba Spark ODBC Driver","2.9","3.0.2","https://igniterealtime.org/projects/spark/index.jsp","2.9","UpdateAvailable","Free","simba spark odbc driver",,,"False","Spark","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=Spark","app comercial","False"
"Simba Spark ODBC Driver + Databricks","2.9","3.0.2","https://igniterealtime.org/projects/spark/index.jsp","2.9","UpdateAvailable","Free","simba spark odbc driver + databricks",,,"False","Spark","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=Spark","app comercial","False"
"Smartview - 11.1.2.5.710","11.1.2.5.710",,,"11.1.2.5.710","Unknown","Free","smartview",,,"False",,,"app comercial","False"
"SoapUI - 5.5.0","5.5.0","5.9.1","http://www.soapui.org/","5.5.0","UpdateAvailable","Free","soapui",,,"False","SoapUI","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=SoapUI","app comercial","False"
"Sourcetree Enterprise 3.4.16","",,,"3.4.16","Unknown","Free","sourcetree enterprise",,,"False",,,"app comercial","False"
"SQL Management Studio 22","22","22.5.2","https://msdn.microsoft.com/en-us/library/mt238290.aspx","22.0","UpdateAvailable","Free","sql management studio",,,"True","SQL Management Studio","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=SQL Management Studio","app comercial","False"
"SRV - Dynatrace OneAgent SaaS - 1.319.55","1.319.55",,,"1.319.55","Unknown","Free","srv - dynatrace oneagent saas",,,"False",,,"app comercial","False"
"SRV - FlexNet Inventory Agent","",,,,"Unknown","Free","srv - flexnet inventory agent",,,"False",,,"app comercial","False"
"SRV - IBM Spectrum Protect Client(TSM)","","1.7.1","https://opentoonz.github.io/",,"UpdateAvailable","Free","srv - ibm spectrum protect client(tsm)",,,"False","OT","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=OT","app comercial","False"
"SRV - NimSoft Agent","",,,,"Unknown","Free","srv - nimsoft agent",,,"False",,,"app comercial","False"
"SRV - Trend Micro Deep Security Agent","",,,,"Unknown","Free","srv - trend micro deep security agent",,,"False",,,"app comercial","False"
"Sublime Merge 2123","2123",,,"2123","Unknown","Free","sublime merge",,,"False",,,"app comercial","False"
"Sublime Text 4200","4200","4.1.6.9","http://www.sublimetext.com","4200","UpToDate","Free","sublime text",,,"False","SublimeText","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=SublimeText","app comercial","False"
"Summa","2.02_13",,,"2.02","Unknown","Free","summa",,,"False",,,"app comercial","False"
"SVR - FlexNet Inventory Agent - 2023 R2","",,,"23","Unknown","Free","svr - flexnet inventory agent",,,"False",,,"app comercial","False"
"Tabular Editor","2.25.0","2.28.0","https://www.tabulareditor.com/","2.25.0","UpdateAvailable","Free","tabular editor","https://github.com/TabularEditor/TabularEditor/releases/latest",,"False",,"https://www.tabulareditor.com/favicon.ico","app comercial","False"
"Tagetik Excel .NET Client","","4.8.03761","http://msdn.microsoft.com/en-us/library/5a4x27ek(v=vs.110).aspx",,"UpdateAvailable","Free","tagetik excel .net client",,,"False",".NET","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=.NET","app comercial","False"
"TerraForm","1.3.1","1.15.1","https://www.terraform.io/downloads","1.3.1","UpdateAvailable","Free","terraform","https://community.chocolatey.org/api/v2/Packages()?$filter=Id%20eq%20'terraform'%20and%20IsLatestVersion",,"True",,"https://www.terraform.io/favicon.ico","app comercial","False"
"Tesseract OCR - 5.5.0.20241111","5.5.0.20241111","5.5.0.20241111","https://github.com/tesseract-ocr/tesseract/releases","5.5.0.20241111","UpToDate","Free","tesseract ocr","https://community.chocolatey.org/api/v2/Packages()?$filter=Id%20eq%20'tesseract'%20and%20IsLatestVersion",,"False",,"https://github.com/tesseract-ocr.png","app comercial","False"
"TranslatorX - 15.0(3)","15.0(3)","15.0","https://translatorx.org/downloads.html","15.0","UpToDate","Free","translatorx","https://translatorx.org/downloads.html",,"False",,,"app comercial","False"
"Trivy","0.69.3",,,"0.69.3","Unknown","Free","trivy",,,"False",,,"app comercial","False"
"Unigy(TM) Client","",,,,"Unknown","Free","unigy(tm) client",,,"False",,,"app comercial","False"
"Visual Studio BuildTools 04-2026","18.5.0","117.14.31","https://visualstudio.microsoft.com/downloads/#build-tools-for-visual-studio-2022","18.5.0","UpdateAvailable","Free","visual studio buildtools","https://community.chocolatey.org/api/v2/Packages()?$filter=Id%20eq%20'visualstudio2022buildtools'%20and%20IsLatestVersion",,"True",,"https://visualstudio.microsoft.com/favicon.ico","app comercial","False"
"Visual Studio Code 04-2026","1.116.0","1.118.1","https://code.visualstudio.com/","1.116.0","UpdateAvailable","Free","visual studio code",,,"True","Code","https://cdn.ruckzuck.tools/rest/v2/geticon?shortname=Code","app comercial","False"
"Visual VM","2.2","2.2.1","https://visualvm.github.io/","2.2","UpdateAvailable","Free","visual vm","https://visualvm.github.io/",,"False",,"https://visualvm.github.io/favicon.ico","app comercial","False"
"VMware-tools-13.0.5-24915695-x64","",,,"13.0.5","Unknown","Free","vmware-tools-13.0.5-24915695-x64",,,"False",,,"app comercial","False"
"VPN Profile - MFA","",,,,"Unknown","Free","vpn profile - mfa",,,"False",,,"app interno","True"
"VSPlayer 7.5.3.1","7.5.3.1","7.5.3.1","https://www.hikvision.com/en/support/tools/hitools/","7.5.3.1","UpToDate","Free","vsplayer","https://www.hikvision.com/en/support/tools/hitools/",,"False",,,"app comercial","False"
"Vysor 5.0.7","5.0.7","5.0.17","https://www.vysor.io/#download","5.0.7","UpdateAvailable","Free","vysor","https://community.chocolatey.org/api/v2/Packages()?$filter=Id%20eq%20%27vysor%27%20and%20IsLatestVersion",,"False",,"https://www.vysor.io/favicon.ico","app comercial","False"
"Webex","45.4.0.32158","46.4.0.34752","https://www.webex.com/downloads/webex-app.html","45.4.0.32158","UpdateAvailable","Free","webex","https://help.webex.com/en-us/article/mqkve8/Webex-App-%7C-Release-notes",,"False",,"https://www.webex.com/favicon.ico","app comercial","False"
"Windows Camera Roll Viewer","2024.11020.23002.0",,,"2024.11020.23002.0","Unknown","Free","windows camera roll viewer",,,"False",,,"app comercial","True"
"Windsurf IDE 04-2026-2","2.0.67",,,"2.0.67","Unknown","Free","windsurf ide",,,"False",,,"app comercial","False"
"WinMerge","2.16.38","2.16.56","https://winmerge.org/","2.16.38","UpdateAvailable","Free","winmerge","https://github.com/WinMerge/winmerge/releases/latest",,"False",,"https://winmerge.org/favicon.ico","app comercial","False"
"XMLTools (plugin for Notepad++)","3.1.1.13",,,"3.1.1.13","Unknown","Free","xmltools (plugin for notepad++)",,,"False",,,"app comercial","False"
