"AppName","appversion","LatestVersion","Website","InstalledVersion","Status","License","SourceKey","SearchUrl","Observacao","IsNewVersion","SourceId","IconUrl","TipoApp","IsDeleted"
"Databrick CLI","0.260.0",,"https://anaconda.org/conda-forge/databricks-cli","0.260.0","Unknown","Free","databrick cli","https://anaconda.org/conda-forge/databricks-cli/files",,"False",,,"app comercial","False"
